call_date,operator,lokab,duration_min,charge
2026-03-01,TLG,MEDAN,121262.36,11875409.0
2026-03-01,TLG,JAKARTA,115959.59,11330106.0
2026-03-01,TLI,MAKASSAR,43740.21,4768461.0
2026-03-01,TLI,JAKARTA,47551.52,4197756.0
2026-03-01,TLI,SEMARANG,46030.73,4177183.0
2026-03-01,TLI,MEDAN,49215.51,4975125.0
2026-03-01,TLI,SURABAYA,43110.64,3845705.0
2026-03-01,TLI,BANDUNG,44478.7,4025528.0
2026-03-01,TSV,SURABAYA,59379.04,6208930.0
2026-03-01,TSV,JAKARTA,54124.69,5478373.0
2026-03-01,TSV,MEDAN,62754.22,5361892.0
2026-03-01,TSV,BANDUNG,62582.26,5494590.0
2026-03-01,TSV,SEMARANG,61327.08,6599221.0
2026-03-01,TSV,MAKASSAR,60151.55,5539439.0
2026-03-02,GAH,MEDAN,125904.97,12133360.0
2026-03-02,GAH,MAKASSAR,137203.57,15717941.0
2026-03-02,GAH,SURABAYA,138088.75,12836191.0
2026-03-02,GAH,SEMARANG,132868.8,14419204.0
2026-03-02,GAH,JAKARTA,140149.51,13825785.0
2026-03-02,GAH,BANDUNG,146570.9,14318544.0
2026-03-02,INS,SURABAYA,119190.08,12805695.0
2026-03-02,INS,MAKASSAR,105009.35,9105881.0
2026-03-02,INS,BANDUNG,105696.78,10836597.0
2026-03-02,INS,JAKARTA,102946.18,10303421.0
2026-03-02,INS,MEDAN,87665.87,9694232.0
2026-03-02,INS,SEMARANG,103343.29,9272269.0
2026-03-02,MVN,SURABAYA,184626.08,19433072.0
2026-03-02,MVN,JAKARTA,219948.58,20247612.0
2026-03-02,MVN,SEMARANG,180913.18,16028292.0
2026-03-02,TLG,SEMARANG,160802.61,14063716.0
2026-03-02,TLG,MAKASSAR,156578.79,16397118.0
2026-03-02,TLG,JAKARTA,142334.83,14512005.0
2026-03-02,TLG,BANDUNG,171370.02,16192941.0
2026-03-02,TLI,SURABAYA,67292.33,5984062.0
2026-03-02,TLI,BANDUNG,67490.88,7043687.0
2026-03-02,TLI,MAKASSAR,58856.27,5810099.0
2026-03-02,TLI,MEDAN,70597.36,7968363.0
2026-03-02,TLI,SEMARANG,56355.58,6372240.0
2026-03-02,TSV,MEDAN,89188.39,7777033.0
2026-03-02,TSV,SEMARANG,100117.09,9150164.0
2026-03-02,TSV,JAKARTA,78438.27,7291309.0
2026-03-03,GAH,JAKARTA,135624.32,13310921.0
2026-03-03,GAH,SURABAYA,143192.7,14504925.0
2026-03-03,GAH,BANDUNG,136338.28,12826094.0
2026-03-03,GAH,SEMARANG,124437.18,14249999.0
2026-03-03,GAH,MAKASSAR,142839.39,15599918.0
2026-03-03,INS,MAKASSAR,94814.27,10709526.0
2026-03-03,INS,SEMARANG,107546.28,9475644.0
2026-03-03,INS,BANDUNG,95998.68,10688859.0
2026-03-03,MVN,JAKARTA,206638.11,21313666.0
2026-03-03,MVN,MAKASSAR,172322.97,18357284.0
2026-03-03,MVN,SURABAYA,179105.9,16317966.0
2026-03-03,MVN,MEDAN,195807.32,20369275.0
2026-03-03,MVN,BANDUNG,165739.77,15400459.0
2026-03-03,TLG,BANDUNG,159960.6,13808216.0
2026-03-03,TLG,JAKARTA,173530.22,16486532.0
2026-03-03,TLG,SEMARANG,136898.76,12173666.0
2026-03-03,TLG,MAKASSAR,159422.36,18236951.0
2026-03-03,TLG,SURABAYA,160368.1,14408666.0
2026-03-03,TLG,MEDAN,166927.92,16401513.0
2026-03-03,TLI,SEMARANG,57224.63,6296876.0
2026-03-03,TLI,JAKARTA,56800.36,5820633.0
2026-03-03,TLI,MAKASSAR,66161.11,5917636.0
2026-03-03,TLI,MEDAN,65018.16,5775132.0
2026-03-03,TLI,BANDUNG,64781.95,6105553.0
2026-03-03,TLI,SURABAYA,65269.47,7308187.0
2026-03-03,TSV,BANDUNG,80599.1,8463550.0
2026-03-03,TSV,SURABAYA,86819.82,8300874.0
2026-03-03,TSV,SEMARANG,87234.54,8880171.0
2026-03-04,GAH,SEMARANG,134015.92,11491006.0
2026-03-04,GAH,SURABAYA,163354.82,17494800.0
2026-03-04,GAH,MAKASSAR,147526.9,14009975.0
2026-03-04,GAH,JAKARTA,128592.44,14521234.0
2026-03-04,GAH,BANDUNG,149604.63,16316937.0
2026-03-04,GAH,MEDAN,131055.68,14536947.0
2026-03-04,INS,BANDUNG,110206.03,12251054.0
2026-03-04,INS,SURABAYA,113287.43,12547466.0
2026-03-04,INS,JAKARTA,96870.86,8880443.0
2026-03-04,INS,SEMARANG,111668.23,12227403.0
2026-03-04,MVN,BANDUNG,190018.75,18423073.0
2026-03-04,MVN,MAKASSAR,196041.52,18302062.0
2026-03-04,MVN,SURABAYA,211856.81,18449046.0
2026-03-04,MVN,JAKARTA,180333.42,19512040.0
2026-03-04,MVN,SEMARANG,172852.8,16513386.0
2026-03-04,MVN,MEDAN,170854.75,17133685.0
2026-03-04,TLG,JAKARTA,146929.98,12657683.0
2026-03-04,TLG,MAKASSAR,156219.33,16074522.0
2026-03-04,TLG,BANDUNG,161478.91,15400343.0
2026-03-04,TLG,SEMARANG,160668.31,17447429.0
2026-03-04,TLG,SURABAYA,167590.81,16439287.0
2026-03-04,TLI,MEDAN,63610.54,5892987.0
2026-03-04,TLI,SEMARANG,70933.57,7537653.0
2026-03-04,TLI,SURABAYA,62199.05,5290075.0
2026-03-04,TSV,BANDUNG,103842.14,11695026.0
2026-03-04,TSV,MEDAN,89552.05,9286070.0
2026-03-04,TSV,JAKARTA,79435.23,8332885.0
2026-03-04,TSV,MAKASSAR,77976.99,6919581.0
2026-03-05,GAH,SEMARANG,147706.88,15644559.0
2026-03-05,GAH,BANDUNG,139675.17,14195519.0
2026-03-05,GAH,MEDAN,150341.07,13644234.0
2026-03-05,GAH,SURABAYA,147601.81,15490497.0
2026-03-05,GAH,MAKASSAR,141388.99,13626273.0
2026-03-05,INS,SEMARANG,96707.8,9809857.0
2026-03-05,INS,MAKASSAR,91163.75,7750029.0
2026-03-05,INS,BANDUNG,100029.64,9363516.0
2026-03-05,INS,SURABAYA,110842.28,10851087.0
2026-03-05,MVN,MEDAN,187198.55,18782608.0
2026-03-05,MVN,MAKASSAR,165704.41,18030638.0
2026-03-05,MVN,SEMARANG,186596.16,21233703.0
2026-03-05,MVN,BANDUNG,189719.6,20314955.0
2026-03-05,MVN,JAKARTA,171032.64,17918324.0
2026-03-05,TLG,SEMARANG,159210.11,16746335.0
2026-03-05,TLG,MAKASSAR,158008.31,14495559.0
2026-03-05,TLG,BANDUNG,142894.99,12999714.0
2026-03-05,TLG,JAKARTA,161777.63,13869643.0
2026-03-05,TLG,MEDAN,164331.76,15175262.0
2026-03-05,TLI,SEMARANG,69088.43,6897189.0
2026-03-05,TLI,JAKARTA,68939.66,6364477.0
2026-03-05,TLI,MEDAN,56572.29,5922086.0
2026-03-05,TLI,SURABAYA,58809.5,5008590.0
2026-03-05,TLI,MAKASSAR,66199.29,7118339.0
2026-03-05,TLI,BANDUNG,66192.94,7155548.0
2026-03-05,TSV,MEDAN,88846.5,9695223.0
2026-03-05,TSV,SURABAYA,111631.01,11819196.0
2026-03-05,TSV,SEMARANG,89227.71,8827877.0
2026-03-06,GAH,JAKARTA,155223.24,16302683.0
2026-03-06,GAH,MEDAN,153156.37,17557352.0
2026-03-06,GAH,SURABAYA,149711.54,15399864.0
2026-03-06,GAH,SEMARANG,138707.36,15743451.0
2026-03-06,INS,SEMARANG,110094.62,11814217.0
2026-03-06,INS,MAKASSAR,97375.51,9663568.0
2026-03-06,INS,MEDAN,101826.19,9447001.0
2026-03-06,INS,BANDUNG,99762.42,9219763.0
2026-03-06,INS,SURABAYA,104472.43,10878697.0
2026-03-06,INS,JAKARTA,123012.15,13282164.0
2026-03-06,MVN,MAKASSAR,156639.87,14416321.0
2026-03-06,MVN,SURABAYA,194258.03,18469165.0
2026-03-06,MVN,BANDUNG,160389.86,17930111.0
2026-03-06,MVN,SEMARANG,177195.72,15489976.0
2026-03-06,MVN,JAKARTA,200190.41,17922030.0
2026-03-06,MVN,MEDAN,185095.11,17860023.0
2026-03-06,TLG,MAKASSAR,143795.19,13980916.0
2026-03-06,TLG,SURABAYA,148357.98,15025449.0
2026-03-06,TLG,JAKARTA,165918.44,16172606.0
2026-03-06,TLG,SEMARANG,148168.35,13513699.0
2026-03-06,TLI,MEDAN,64716.41,5512342.0
2026-03-06,TLI,SEMARANG,63846.74,6100732.0
2026-03-06,TLI,JAKARTA,60298.7,6488397.0
2026-03-06,TLI,BANDUNG,74525.74,8242803.0
2026-03-06,TLI,SURABAYA,66840.95,7593326.0
2026-03-06,TLI,MAKASSAR,53308.49,5201343.0
2026-03-06,TSV,MEDAN,86651.3,8627806.0
2026-03-06,TSV,SURABAYA,80857.63,7816161.0
2026-03-06,TSV,BANDUNG,91200.09,9582047.0
2026-03-06,TSV,SEMARANG,79964.69,8711694.0
2026-03-07,GAH,MEDAN,101569.07,10436911.0
2026-03-07,GAH,SURABAYA,106651.3,11186654.0
2026-03-07,GAH,JAKARTA,109609.89,9592884.0
2026-03-07,GAH,SEMARANG,92666.61,9068205.0
2026-03-07,INS,SURABAYA,72771.09,7178212.0
2026-03-07,INS,JAKARTA,71930.99,6842437.0
2026-03-07,INS,BANDUNG,70863.94,7893478.0
2026-03-07,INS,MAKASSAR,85332.52,7965595.0
2026-03-07,INS,MEDAN,77194.5,8764365.0
2026-03-07,INS,SEMARANG,67229.69,6564774.0
2026-03-07,MVN,MEDAN,142401.09,16375731.0
2026-03-07,MVN,JAKARTA,155182.02,14819698.0
2026-03-07,MVN,SEMARANG,143617.35,15008634.0
2026-03-07,TLG,JAKARTA,99584.65,10971925.0
2026-03-07,TLG,SURABAYA,108972.42,11293910.0
2026-03-07,TLG,SEMARANG,124853.77,11506067.0
2026-03-07,TLI,MAKASSAR,43233.51,3892472.0
2026-03-07,TLI,JAKARTA,47455.15,4898198.0
2026-03-07,TLI,SURABAYA,48667.99,5228781.0
2026-03-07,TLI,MEDAN,42429.65,3752308.0
2026-03-07,TLI,BANDUNG,45609.77,4997874.0
2026-03-07,TLI,SEMARANG,33944.74,3867718.0
2026-03-07,TSV,SEMARANG,56465.52,5774949.0
2026-03-07,TSV,JAKARTA,60263.24,6763994.0
2026-03-07,TSV,BANDUNG,55366.31,5329517.0
2026-03-08,GAH,JAKARTA,115961.15,12282116.0
2026-03-08,GAH,SEMARANG,90831.88,8542509.0
2026-03-08,GAH,SURABAYA,98955.95,10442601.0
2026-03-08,GAH,MAKASSAR,103639.44,11313886.0
2026-03-08,INS,BANDUNG,83439.45,8748263.0
2026-03-08,INS,SEMARANG,66219.6,5765655.0
2026-03-08,INS,MEDAN,81774.95,8539455.0
2026-03-08,MVN,MEDAN,132841.99,13019273.0
2026-03-08,MVN,MAKASSAR,122311.02,11725424.0
2026-03-08,MVN,JAKARTA,137640.26,15380920.0
2026-03-08,TLG,MAKASSAR,115232.96,11401865.0
2026-03-08,TLG,SURABAYA,107980.22,11853209.0
2026-03-08,TLG,MEDAN,114060.06,11722436.0
2026-03-08,TLG,JAKARTA,109930.28,10407005.0
2026-03-08,TLG,SEMARANG,114456.74,10571780.0
2026-03-08,TLG,BANDUNG,119434.93,13500764.0
2026-03-08,TLI,MEDAN,51671.27,4913519.0
2026-03-08,TLI,SURABAYA,41312.7,4124213.0
2026-03-08,TLI,MAKASSAR,53677.87,5086001.0
2026-03-08,TLI,BANDUNG,38692.55,3854804.0
2026-03-08,TLI,SEMARANG,45296.55,4332377.0
2026-03-08,TSV,BANDUNG,64436.4,6475782.0
2026-03-08,TSV,MAKASSAR,62923.38,5709145.0
2026-03-08,TSV,SEMARANG,58474.33,5393712.0
2026-03-08,TSV,MEDAN,60515.37,5881661.0
2026-03-08,TSV,JAKARTA,59112.86,6009134.0
2026-03-09,GAH,MAKASSAR,135812.12,14774727.0
2026-03-09,GAH,MEDAN,152220.07,13363644.0
2026-03-09,GAH,SEMARANG,146603.31,13435884.0
2026-03-09,GAH,SURABAYA,134631.44,14237762.0
2026-03-09,INS,MAKASSAR,111446.95,10895624.0
2026-03-09,INS,SEMARANG,106520.68,11437984.0
2026-03-09,INS,BANDUNG,110725.54,10510482.0
2026-03-09,INS,SURABAYA,109201.55,11584718.0
2026-03-09,INS,MEDAN,97069.91,9039877.0
2026-03-09,MVN,SURABAYA,176187.51,18902529.0
2026-03-09,MVN,JAKARTA,195480.99,22192239.0
2026-03-09,MVN,MAKASSAR,193460.51,20449725.0
2026-03-09,MVN,MEDAN,184145.27,16710489.0
2026-03-09,MVN,SEMARANG,186185.02,19951241.0
2026-03-09,TLG,MAKASSAR,173735.33,16311558.0
2026-03-09,TLG,SEMARANG,150164.4,14389719.0
2026-03-09,TLG,BANDUNG,164522.93,15476348.0
2026-03-09,TLG,JAKARTA,155074.44,16475194.0
2026-03-09,TLG,MEDAN,154879.13,13752878.0
2026-03-09,TLI,JAKARTA,69321.53,7342711.0
2026-03-09,TLI,SEMARANG,67928.04,6031221.0
2026-03-09,TLI,BANDUNG,67867.34,7536929.0
2026-03-09,TSV,JAKARTA,94450.95,8993731.0
2026-03-09,TSV,MAKASSAR,85663.14,9762594.0
2026-03-09,TSV,BANDUNG,90185.06,8348824.0
2026-03-09,TSV,SURABAYA,83396.74,9244669.0
2026-03-09,TSV,MEDAN,87737.25,7757957.0
2026-03-09,TSV,SEMARANG,84629.06,7359369.0
2026-03-10,GAH,JAKARTA,143717.73,12583267.0
2026-03-10,GAH,SEMARANG,149401.19,13811502.0
2026-03-10,GAH,MAKASSAR,133276.12,13559805.0
2026-03-10,GAH,MEDAN,166482.93,16229625.0
2026-03-10,GAH,BANDUNG,131133.57,13491521.0
2026-03-10,GAH,SURABAYA,128758.57,13333278.0
2026-03-10,INS,MEDAN,113659.76,11599989.0
2026-03-10,INS,MAKASSAR,110610.26,9601735.0
2026-03-10,INS,BANDUNG,109216.01,12429138.0
2026-03-10,INS,SEMARANG,109251.17,9611591.0
2026-03-10,INS,SURABAYA,103920.31,11211142.0
2026-03-10,INS,JAKARTA,96555.47,10019122.0
2026-03-10,MVN,MAKASSAR,185674.77,18857086.0
2026-03-10,MVN,JAKARTA,174557.64,15657118.0
2026-03-10,MVN,SURABAYA,198952.66,19349246.0
2026-03-10,MVN,SEMARANG,182384.34,19274583.0
2026-03-10,MVN,BANDUNG,172367.55,17081171.0
2026-03-10,TLG,SURABAYA,153656.22,16301331.0
2026-03-10,TLG,BANDUNG,162921.02,16067424.0
2026-03-10,TLG,SEMARANG,150598.66,15906464.0
2026-03-10,TLI,MAKASSAR,59561.87,6035813.0
2026-03-10,TLI,SEMARANG,64998.47,6787728.0
2026-03-10,TLI,SURABAYA,65004.99,7296963.0
2026-03-10,TLI,MEDAN,61169.92,6716392.0
2026-03-10,TLI,JAKARTA,61353.05,5346446.0
2026-03-10,TSV,BANDUNG,87155.13,7733327.0
2026-03-10,TSV,SEMARANG,75654.05,7993632.0
2026-03-10,TSV,MAKASSAR,75932.11,8048197.0
2026-03-10,TSV,SURABAYA,80648.68,9135905.0
2026-03-11,GAH,MEDAN,140253.28,12030358.0
2026-03-11,GAH,JAKARTA,146238.88,13434635.0
2026-03-11,GAH,SEMARANG,159531.28,16787309.0
2026-03-11,GAH,SURABAYA,152480.16,16897166.0
2026-03-11,GAH,BANDUNG,140864.09,14454583.0
2026-03-11,GAH,MAKASSAR,142472.74,12198853.0
2026-03-11,INS,SEMARANG,95732.2,10768167.0
2026-03-11,INS,JAKARTA,103925.48,9399506.0
2026-03-11,INS,SURABAYA,101676.15,10427895.0
2026-03-11,INS,MEDAN,106766.7,11108386.0
2026-03-11,INS,BANDUNG,97191.8,9695054.0
2026-03-11,MVN,MEDAN,192329.5,18271159.0
2026-03-11,MVN,BANDUNG,207299.93,21788053.0
2026-03-11,MVN,MAKASSAR,183050.74,20269573.0
2026-03-11,TLG,MEDAN,162869.3,17819038.0
2026-03-11,TLG,MAKASSAR,166510.42,16901291.0
2026-03-11,TLG,BANDUNG,152733.2,15066333.0
2026-03-11,TLG,SEMARANG,160627.06,15168899.0
2026-03-11,TLG,SURABAYA,157957.11,14958256.0
2026-03-11,TLI,SEMARANG,64289.21,6464484.0
2026-03-11,TLI,JAKARTA,59845.87,6204761.0
2026-03-11,TLI,MEDAN,63915.82,6388693.0
2026-03-11,TLI,SURABAYA,66332.16,6517879.0
2026-03-11,TLI,MAKASSAR,71196.3,6161923.0
2026-03-11,TLI,BANDUNG,68686.15,6388615.0
2026-03-11,TSV,BANDUNG,100361.27,8617630.0
2026-03-11,TSV,MEDAN,80358.24,8349275.0
2026-03-11,TSV,SEMARANG,91588.51,9981262.0
2026-03-11,TSV,JAKARTA,86869.62,9233674.0
2026-03-12,GAH,SEMARANG,167779.31,19255648.0
2026-03-12,GAH,JAKARTA,133536.55,15007892.0
2026-03-12,GAH,MEDAN,133177.65,13163737.0
2026-03-12,GAH,MAKASSAR,135922.57,12032407.0
2026-03-12,GAH,BANDUNG,118510.48,13031922.0
2026-03-12,INS,MAKASSAR,99756.99,9208760.0
2026-03-12,INS,BANDUNG,97812.73,9931704.0
2026-03-12,INS,SEMARANG,105389.96,10170930.0
2026-03-12,INS,SURABAYA,106984.19,12052416.0
2026-03-12,INS,MEDAN,119767.35,12006344.0
2026-03-12,INS,JAKARTA,112054.98,12480660.0
2026-03-12,MVN,BANDUNG,176232.2,19919076.0
2026-03-12,MVN,MEDAN,171480.02,17187808.0
2026-03-12,MVN,MAKASSAR,192030.19,21049674.0
2026-03-12,TLG,MAKASSAR,141209.56,14284395.0
2026-03-12,TLG,BANDUNG,181018.0,17260740.0
2026-03-12,TLG,MEDAN,172782.47,17547360.0
2026-03-12,TLG,JAKARTA,151959.11,15393899.0
2026-03-12,TLG,SURABAYA,136246.9,13442165.0
2026-03-12,TLI,SURABAYA,70738.9,6105433.0
2026-03-12,TLI,MAKASSAR,63241.08,6788370.0
2026-03-12,TLI,MEDAN,70146.31,7446510.0
2026-03-12,TLI,JAKARTA,55684.66,6088687.0
2026-03-12,TLI,SEMARANG,60765.47,5868873.0
2026-03-12,TSV,MEDAN,85697.05,9766087.0
2026-03-12,TSV,JAKARTA,85983.06,8164938.0
2026-03-12,TSV,SURABAYA,82576.86,7267667.0
2026-03-12,TSV,BANDUNG,89929.43,9923819.0
2026-03-13,GAH,SEMARANG,130646.69,13936516.0
2026-03-13,GAH,MEDAN,141220.14,13740629.0
2026-03-13,GAH,JAKARTA,144221.93,15091879.0
2026-03-13,INS,JAKARTA,108482.58,11249403.0
2026-03-13,INS,MEDAN,110126.15,10673922.0
2026-03-13,INS,BANDUNG,94819.93,8288159.0
2026-03-13,INS,SURABAYA,91406.75,8670567.0
2026-03-13,MVN,BANDUNG,203756.53,21177401.0
2026-03-13,MVN,MEDAN,189775.67,21374030.0
2026-03-13,MVN,JAKARTA,173791.83,19972639.0
2026-03-13,MVN,MAKASSAR,207800.93,22318441.0
2026-03-13,MVN,SEMARANG,186571.81,18287609.0
2026-03-13,MVN,SURABAYA,202301.61,17793093.0
2026-03-13,TLG,MEDAN,158825.51,17804771.0
2026-03-13,TLG,SURABAYA,184015.5,15895209.0
2026-03-13,TLG,BANDUNG,180155.83,19616142.0
2026-03-13,TLI,BANDUNG,62589.18,6317438.0
2026-03-13,TLI,MAKASSAR,68824.76,7018600.0
2026-03-13,TLI,MEDAN,67158.27,7305180.0
2026-03-13,TLI,JAKARTA,70853.3,6383847.0
2026-03-13,TLI,SEMARANG,58931.42,5148783.0
2026-03-13,TSV,SEMARANG,90412.36,8935860.0
2026-03-13,TSV,SURABAYA,92965.6,8610410.0
2026-03-13,TSV,MEDAN,73649.24,6824324.0
2026-03-13,TSV,BANDUNG,77595.12,6617461.0
2026-03-13,TSV,JAKARTA,71726.0,7828103.0
2026-03-13,TSV,MAKASSAR,83861.1,9395486.0
2026-03-14,GAH,JAKARTA,108813.86,10225742.0
2026-03-14,GAH,MEDAN,115274.87,13125297.0
2026-03-14,GAH,BANDUNG,103516.65,10942684.0
2026-03-14,GAH,SEMARANG,116314.3,11480811.0
2026-03-14,INS,SURABAYA,66773.95,6439742.0
2026-03-14,INS,MEDAN,64832.68,6208946.0
2026-03-14,INS,SEMARANG,74727.77,7015157.0
2026-03-14,INS,JAKARTA,77367.61,8199293.0
2026-03-14,INS,BANDUNG,74865.0,6412801.0
2026-03-14,MVN,BANDUNG,111147.08,12034142.0
2026-03-14,MVN,JAKARTA,132223.86,12151842.0
2026-03-14,MVN,SEMARANG,119275.69,13007963.0
2026-03-14,MVN,MAKASSAR,140307.94,12848017.0
2026-03-14,MVN,SURABAYA,137079.02,12433610.0
2026-03-14,MVN,MEDAN,123159.98,11394614.0
2026-03-14,TLG,MAKASSAR,109124.31,11857264.0
2026-03-14,TLG,JAKARTA,104159.36,8957803.0
2026-03-14,TLG,SEMARANG,113232.02,10864141.0
2026-03-14,TLG,SURABAYA,122498.49,10895304.0
2026-03-14,TLI,BANDUNG,42377.44,4601994.0
2026-03-14,TLI,MEDAN,47860.44,5326571.0
2026-03-14,TLI,SURABAYA,44053.76,4228092.0
2026-03-14,TLI,JAKARTA,43087.22,4311042.0
2026-03-14,TLI,MAKASSAR,45611.42,4249881.0
2026-03-14,TSV,BANDUNG,56630.4,6292312.0
2026-03-14,TSV,MEDAN,59009.24,6439500.0
2026-03-14,TSV,MAKASSAR,55827.06,5529667.0
2026-03-14,TSV,SEMARANG,71448.8,6234549.0
2026-03-15,GAH,MAKASSAR,103253.8,11225801.0
2026-03-15,GAH,MEDAN,97199.65,8302557.0
2026-03-15,GAH,BANDUNG,104725.9,10587492.0
2026-03-15,GAH,JAKARTA,102038.08,10065402.0
2026-03-15,INS,SEMARANG,73775.03,7314375.0
2026-03-15,INS,MEDAN,78792.71,8161854.0
2026-03-15,INS,BANDUNG,79653.93,9024398.0
2026-03-15,INS,JAKARTA,71915.3,6820461.0
2026-03-15,INS,MAKASSAR,71643.03,7400901.0
2026-03-15,MVN,MAKASSAR,130314.69,13614912.0
2026-03-15,MVN,MEDAN,108708.8,9620759.0
2026-03-15,MVN,BANDUNG,117095.13,10112383.0
2026-03-15,TLG,BANDUNG,126316.5,11105211.0
2026-03-15,TLG,MEDAN,128849.72,14381919.0
2026-03-15,TLG,JAKARTA,111596.81,9939919.0
2026-03-15,TLI,BANDUNG,48153.81,5039183.0
2026-03-15,TLI,SEMARANG,47176.83,5189961.0
2026-03-15,TLI,MEDAN,57368.5,5935894.0
2026-03-15,TLI,MAKASSAR,50153.45,5675946.0
2026-03-15,TLI,JAKARTA,45559.62,4254913.0
2026-03-15,TLI,SURABAYA,42511.93,4493869.0
2026-03-15,TSV,MEDAN,53838.56,4736751.0
2026-03-15,TSV,MAKASSAR,62783.57,6628087.0
